id,title,type,description,release_year,age_certification,runtime,seasons,imdb_id,imdb_score,imdb_votes,tmdb_popularity,tmdb_score,genres,production_countries,actors_list,directors_list,description_cleaned
tm868777,"Love, Guaranteed",MOVIE,"To save her small law firm, earnest lawyer Susan takes a high-paying case from Nick, a charming new client who wants to sue a dating website that guarantees love. But as the case heats up, so do Susan and Nick's feelings for each other.",2020,Unknown,90,0,tt11100856,5.6,17352,12.174,6.5,"['comedy', 'romance']",['US'],"['Rachael Leigh Cook', 'Damon Wayans Jr.', 'Heather Graham', 'Caitlin Howden', 'Brendan Taylor', 'Sebastian Billingsley-Rodriguez', 'Sean Amsing', 'Lisa Durupt', 'Alvin Sanders', 'Jed Rees', 'Kandyse McClure', 'Keisha Haines', 'Natalie von Rotsburg', 'Dee Jay Jackson', 'Colin Foo', 'Quynh Mi', 'Nick Fontaine', 'Morgana Wyllie', 'Judith Maxie', 'Milo Shandel', 'Flossie McKnight', 'Kiomi Pyke', 'Jason Burkart', 'Arthur Corber', 'Amitai Marmorstein', 'Lauren McGibbon', 'Clare Filipow', 'Sasha Monica', 'Rebecca Olson', 'Jerry Yang', 'Kallie Hu', 'Christian Sloan', 'Stephanie Son']",['Mark Steven Johnson'],save small law firm earnest lawyer susan take highpaying case nick charming new client want sue dating website guarantee love case heat susan nick feeling
tm483997,The Kissing Booth 2,MOVIE,"In the sequel to 2018's THE KISSING BOOTH, high school senior Elle juggles a long-distance relationship with her dreamy boyfriend Noah, college applications, and a new friendship with a handsome classmate that could change everything.",2020,Unknown,134,0,tt9784456,5.7,31123,57.949,7.793,"['comedy', 'romance']",['GB'],"['Joey King', 'Jacob Elordi', 'Joel Courtney', 'Molly Ringwald', 'Taylor Zakhar Perez', 'Maisie Richardson-Sellers', 'Meganne Young', 'Stephen Jennings', 'Carson White', 'Bianca Bosch', 'Camilla Wolfson', 'Zandile Madliwa', 'Judd Krok', 'Sanda Shandu', 'Hilton Pelser', 'Frances Sholto-Douglas', 'Evan Hengst', 'Joshua Daniel Eady', 'Trent Rowe', 'Michelle Allen', 'Nathan Lynn', 'Byron Langley', 'Morné Visser', 'Chloe Williams', 'D. David Morin', 'Joseph Gaza', 'Caleb Swanepoel', 'Dylan Edy', 'Julian Place', 'Glen Biderman-Pam', 'Julie Summers', 'Jason K. Ralph', 'Robyn Scott', 'Kevin Otto', 'Amrain Ismail-Essop', 'Waldemar Schultz', 'Tasche Adams', 'Maria Pretorius', 'Sean Barenblatt', 'Shana Mans', 'Toni Jean Erasmus', 'Jeanne Neilson', 'Grant Ross', 'Motsi Tekateka', 'Kai Luke Brummer', 'Nadia Kretschmer', 'Lya du Toit', 'Robin B. Smith', 'Cesar Velasquez Ponce', 'Bianca Amato', 'Carishma Basday', 'Noa Milan', 'Matthew Dylan Roberts']",['Vince Marcello'],sequel kissing booth high school senior elle juggle longdistance relationship dreamy boyfriend noah college application new friendship handsome classmate could change everything
tm838876,Undercover Brother 2,MOVIE,"Sixteen years ago, Undercover Brother and his younger brother were hot on the heels of the leader of a racist, worldwide syndicate, but accidentally got caught in an avalanche of white snow. After they were discovered and thawed out, Undercover Brother remained in a coma. Now, it is up to his little brother to finish the job they started.",2019,R,85,0,tt6843446,3.4,690,4.658,3.9,"['comedy', 'action']",['US'],"['Michael Jai White', 'Barry Bostwick', 'Jeff Daniel Phillips', 'Gary Owen', 'Isabelle Fretheim', 'Affion Crockett', 'Lindsay Lamb', 'Laila Odom', 'L. Warren Young', 'Tyler Crumley', 'Kayla Eva', 'Brandon Hirsch', 'Zac Zedalis', 'Steven Lee Johnson', 'Melanie Loren', 'Josh Daugherty', 'Vince Swann']",['Leslie Small'],sixteen year ago undercover brother younger brother hot heel leader racist worldwide syndicate accidentally got caught avalanche white snow discovered thawed undercover brother remained coma little brother finish job started
ts225718,La Révolution,SHOW,"1787, France. While investigating a series of mysterious murders, Joseph Guillotin - the future inventor of the world famous ‘Guillotine’ - uncovers an unknown virus: the Blue Blood. The disease quickly spreads amongst the French aristocracy, driving them to murder ordinary people and soon leads to a rebellion.",2020,TV-MA,46,1,tt13044528,6.6,5598,8.472,6.9,"['drama', 'thriller', 'action', 'fantasy']",['FR'],"['Amir el Kacem', 'Marilou Aussilloux', 'Lionel Erdogan', 'Isabel Aimé González Sola', 'Julien Frison', 'Doudou Masta', 'Dimitri Storoge', 'Amélia Lacquemant', 'Coline Beal', 'Laurent Lucas', 'Philippine Martinot', 'Gaia Weiss', 'Matthias Jacquin', 'Nina Tantimonaco', 'Chiara Tantimonaco']",[],france investigating series mysterious murder joseph guillotin future inventor world famous guillotine uncovers unknown virus blue blood disease quickly spread amongst french aristocracy driving murder ordinary people soon lead rebellion
ts222609,Chocolate,SHOW,"Brought together by meaningful meals in the past and present, a doctor and a chef are reacquainted when they begin working at a hospice ward.",2019,Unknown,55,1,tt12263402,6.6,2233,6.901,7.3,['drama'],['KR'],"['Ha Ji-won', 'Yoon Kye-sang', 'Jang Seung-jo', 'Min Jin-woong', 'Yoo Teo', 'Kim Won-hae', 'Yeom Hye-ran', 'Lee Han-seo', 'Jun Suk-ho']",['Lee Hyung-min'],brought together meaningful meal past present doctor chef reacquainted begin working hospice ward
tm819054,Dear Mother,MOVIE,"One day, Jean-Louis discovers that his heart has stopped. He is not dead, can walk and talk, but his heart is no longer beating. With the help of his wife and a friend, he tries to understand the origin of this mystery.",2020,Unknown,98,0,tt10551904,5.8,1425,7.182,5.9,"['comedy', 'drama']","['BE', 'FR']","['Laurent Lafitte', 'Karin Viard', 'Hélène Vincent', 'Vincent Macaigne', 'Nicole Garcia', 'Christine Beauvallet', 'Juliette Bettencourt', 'Charlotte Bienenfeld', 'Jean-Claude Bohbote', 'Pauline Clément', 'Benoît Dupac', 'Judith El Zein', 'Grégory Gaule', 'Cédric Leffray', 'Pascal Lifschutz', 'Luca Malinowski', 'Alexandra Mercouroff', 'Thierry Picaud', 'Francois Raffenaud', 'Claudette Walker']",['Laurent Lafitte'],one day jeanlouis discovers heart stopped dead walk talk heart longer beating help wife friend try understand origin mystery
ts236388,The Circle France,SHOW,"Status and strategy collide in this social media competition where online players flirt, befriend and catfish their way toward 100,000 euros.",2020,Unknown,47,1,tt9581778,7.4,719,1.33,8.7,['reality'],['FR'],[],[],status strategy collide social medium competition online player flirt befriend catfish way toward euro
ts216474,The Trial,SHOW,"A group of characters is implicated in the murder of Angelica. They all walk on a razor's edge searching for the truth, waiting for a verdict, which will establish, in a way or another, a new course for their lives.",2019,TV-MA,50,1,tt10549212,7.2,3151,7.175,7.5,"['crime', 'thriller', 'drama']",['IT'],"['Vittoria Puccini', 'Francesco Scianna', 'Camilla Filippi', 'Simone Colombari', 'Maurizio Lastrico', 'Alessandro Averone', 'Euridice Axén', 'Marco Baliani', 'Pia Lanciotti', 'Giordano De Plano', 'Roberto Herlitzka', 'Tommaso Ragno', 'Michele Morrone', 'Margherita Caviezel']",['Stefano Lodovichi'],group character implicated murder angelica walk razor edge searching truth waiting verdict establish way another new course life
ts86927,Touch Your Heart,SHOW,"Hoping to make a comeback after a bad scandal, an actress agrees to research a new role by taking a job as a secretary for a prickly attorney.",2019,TV-MA,63,1,tt9466990,7.6,3252,22.161,8.419,"['drama', 'comedy', 'romance']",['KR'],"['Lee Dong-wook', 'Yoo In-na', 'Lee Sang-wu', 'Son Sung-yoon', 'Oh Jung-se', 'Shim Hyung-tak', 'Jang So-yeon', 'Park Ji-hwan', 'Lee Joon-hyuk', 'Kim Hee-jung', 'Park Kyung-hye']",['Park Joon-hwa'],hoping make comeback bad scandal actress agrees research new role taking job secretary prickly attorney
tm915043,The F**k-It List,MOVIE,"After a prank blows up a studious high school senior's life, he shares a list of certain things he wishes he'd done differently — and maybe still can.",2020,R,103,0,tt8145202,5.1,5866,12.194,6.2,['comedy'],['US'],"['Eli Brown', 'Madison Iseman', 'Marcus Scribner', ""Jerry O'Connell"", 'Natalie Zea', 'Callan Mulvey', 'Camryn Manheim', 'Karan Brar', 'Aqueela Zoll', 'Andrew Bachelor', 'Kristin Carey', 'Diana Toshiko', 'Tristan Lake Leabu', 'Chris Gann', 'Amanda Grace Benitez', 'Chris Silcox', 'Brandon Bales', 'Paul Mabon', 'Claudio Pinto', 'Angela Daun', 'Jeffrey Larson', 'Peter Facinelli', 'Satya Bhabha']",['Michael Duggan'],prank blow studious high school senior life share list certain thing wish hed done differently maybe still
ts187443,The Minions of Midas,SHOW,"Los Favoritos de Midas is based on the 1901 short story by Jack London. The six-part series follows Victor, a rich businessman, who is blackmailed in a strange way by a mysterious organization.",2020,TV-MA,53,1,tt10147520,6.6,4134,17.311,7.0,"['crime', 'drama', 'thriller']",['ES'],"['Luis Tosar', 'Marta Belmonte', 'Marta Milans', 'Goize Blanco', 'Carlos Blanco Vila', 'Guillermo Toledo', 'Jorge Andreu', 'Daniel Holguín', 'Bea Segura']",[],los favoritos de midas based short story jack london sixpart series follows victor rich businessman blackmailed strange way mysterious organization
tm827304,LEGO Marvel Spider-Man: Vexed by Venom,MOVIE,"Thanks to Green Goblin and Venom, tech theft is now at an all-time high. Can our Friendly Neighborhood Spider-Man put an end to their mysterious villainous scheme before all of New York City is destroyed?",2019,Unknown,21,0,tt10755644,5.6,311,9.62,7.2,"['animation', 'action', 'comedy', 'family']",['US'],"['Robbie Daymond', 'Ben Pronsky', 'Josh Keaton', 'Tara Strong', 'Jennifer Hale', 'Laura Bailey']","['Ken Cunningham', 'Andrew Duncan']",thanks green goblin venom tech theft alltime high friendly neighborhood spiderman put end mysterious villainous scheme new york city destroyed
tm954303,Ni de coña,MOVIE,"Four couples attend a spiritual retreat in the Caribbean to safe their relationships. They have to overcome the tests set by 2 unusual love gurus, and fight for their own lives, which wasn't part of the plan.",2020,Unknown,90,0,tt13167556,2.8,387,4.509,4.8,"['comedy', 'european']","['CO', 'ES']","['Nathalie Seseña', 'Goyo Jiménez', 'J.J. Vaquero', 'Jordi Sánchez', 'Ricardo Quevedo', 'Carolina Noriega', 'Max Marieges', 'Kikin Fernández', 'Norma Nivia', 'Moi Camacho', 'Nadia Torrijos']",['Fernando Ayllón'],four couple attend spiritual retreat caribbean safe relationship overcome test set unusual love guru fight life wasnt part plan
ts217356,Betaal,SHOW,A remote village becomes the arena of a breathless battle when an undead East India Company officer and his battalion of zombie redcoats attack a squad of modern-day soldiers.,2020,TV-MA,47,1,tt10651790,5.4,8998,7.04,6.6,"['thriller', 'action', 'horror']",['IN'],"['Vineet Kumar Singh', 'Aahana Kumra', 'Suchitra Pillai', 'Siddharth Menon', 'Manjiri Pupala', 'Jatin Goswami', 'Jitendra Joshi']","['Patrick Graham', 'Nikhil Mahajan']",remote village becomes arena breathless battle undead east india company officer battalion zombie redcoat attack squad modernday soldier
ts220983,My Country: The New Age,SHOW,"Set during the turbulent time of the fall of Goryeo and the founding of Joseon, two former friends face-off against one another over a woman and the future shape of the nation.",2019,Unknown,75,1,Unknown,6.6,2233,10.914,7.7,"['drama', 'action']",['KR'],"['Yang Se-jong', 'Woo Do-hwan', 'Kim Seol-hyun', 'Jang Hyuk', 'Kim Yeong-cheol', 'Park Ye-jin', 'Yu Oh-seong', 'Jang Young-nam', 'Ji Seung-hyun', 'In Gyo-jin']",['Kim Jin-won'],set turbulent time fall goryeo founding joseon two former friend faceoff one another woman future shape nation
tm917846,The Letter Reader,MOVIE,"While struggling to adapt to a new environment, Siyabonga, a 12-year-old boy discovers the impact of reading letters to people. One day a letter with bad news lands in his hands.",2019,Unknown,29,0,tt11273976,6.6,2233,2.815,6.8,['drama'],['ZA'],"['Andile Gumbi', 'Bahle Mashinini', 'Nokuthula Mazibuko', 'Nomalanga Shabane', 'Sibongimpilo Sikhosana', 'Muzi Vilakazi', 'Martin Edward Ziqubu']",['Sibusiso Khuzwayo'],struggling adapt new environment siyabonga yearold boy discovers impact reading letter people one day letter bad news land hand
ts213544,Rookie Historian Goo Hae-Ryung,SHOW,"Set in the early 19th century. Goo Hae Ryung works as a historian. Female historians like Goo Hae Ryung are generally looked down upon because of their gender. Yet, Goo Hae Ryung fulfills her duty as a historian. She gets involved with Prince Lee Rim.",2019,Unknown,43,1,tt10406128,8.1,2060,24.761,8.333,"['romance', 'comedy', 'drama', 'history']",['KR'],"['Shin Se-kyung', 'Cha Eun-woo', 'Park Ki-woong', 'Lee Ji-hoon', 'Park Ji-hyun', 'Gong Jeong-hwan', 'Kim Min-sang', 'Choi Deok-moon', 'Jeon Ik-ryoung', 'Kim Yeo-jin', 'Kim Gwi-seon']","['Han Hyun-hee', 'Kang Il-soo']",set early th century goo hae ryung work historian female historian like goo hae ryung generally looked upon gender yet goo hae ryung fulfills duty historian get involved prince lee rim
ts251061,Legend of Exorcism,SHOW,"In the twelve years of Tianbao, Kong Hongjun, a handsome young man who is not familiar with the world, left the Yaojin Palace on the Taihang Mountain with three important tasks, and came to Chang'an, which is full of prosperity. Kong Hongjun first entered the Datang Exorcism Division, and the head supervisor was actually Long Wujun general Li Jinglong who had dealt with it not long ago. But he accidentally broke the Chen's heart lamp, and the heart lamp entered Li Jinglong's body. In the light and shadow of the lamp, there are the bright red lights of Pingkangli, the exorcism of the sycamore in the summer sunshine, the vast sky and sand and flying snow, the peaceful singing of Artai. Mo Rigen and Lu Xu picked off early morning leaves, Qiu Yongsi's flying strokes. Adaptation of Fei Tian Ye Xiang's (非天夜翔) web novel of the same name.",2020,TV-14,20,2,tt14994658,7.7,93,16.041,9.5,"['scifi', 'action', 'fantasy', 'animation']",['CN'],"['Chen Jinwen', 'Ling Fei', 'Liu Beichen', 'Wei Chao', 'Cong Liu']",[],twelve year tianbao kong hongjun handsome young man familiar world left yaojin palace taihang mountain three important task came changan full prosperity kong hongjun first entered datang exorcism division head supervisor actually long wujun general li jinglong dealt long ago accidentally broke chen heart lamp heart lamp entered li jinglongs body light shadow lamp bright red light pingkangli exorcism sycamore summer sunshine vast sky sand flying snow peaceful singing artai mo rigen lu xu picked early morning leaf qiu yongsis flying stroke adaptation fei tian ye xiangs web novel name
tm467467,Homecoming: A Film by Beyoncé,MOVIE,"This intimate, in-depth look at Beyoncé's celebrated 2018 Coachella performance reveals the emotional road from creative concept to cultural movement.",2019,PG-13,137,0,tt10147546,7.5,7085,10.614,8.2,"['documentation', 'music']",['US'],"['Beyoncé', 'Jay-Z', 'Kelly Rowland', 'Solange', 'Blue Ivy Carter', 'Michelle Williams', 'Tina Lawson', 'Chloe Bailey', 'Halle Bailey', 'J Balvin', 'Pharrell Williams', 'Cardi B', 'Jennifer Hudson', 'Octavia Spencer', 'SZA', 'Simone Bozyermini', 'Janee Di', 'Chris Gray', 'Arnetta Johnson', 'Chris Johnson', 'Corbin Jones', 'Marie Katre', ""Ariel O'Neal"", 'Peter Ortega', 'Lauren Robinson', 'Crystal Torres', 'Rie Tsuji', 'Lessie Vonner', 'Venzella Joy Williams', 'Vidie Williams', 'Rasaq Adeyemi', 'Larry Allen', 'Mathew Ashraf', 'Jacques Bell', 'Alex Blake', 'Tallie Brinson', 'Isaac Carter', 'Kadeem Chambers', 'Brandon Cunningham', 'Jalen Harvey', 'Rashaad Horne', 'Keir Garner', 'Dasmyn Grigsby', 'Michael Jones', 'Giovanni Luevano', 'Lomario Marchman', 'Maurice Mosley', 'Naderah Munajj', 'Joey Oakly', 'Sjoerd Onley', 'Ralph Nadar', 'Jason Price', 'Loubins Richard', 'Erin Robinson', 'Travord Rolle', 'Brian Snell', 'Nathaniel Spencer', 'Sean Torres', 'Wayne Westley', 'Tiffanie Cross', 'Jasmin Cruz', 'Steve Epting', 'Naarai Jacobs', 'Jamal Moore', 'Dwanna Grange', 'Kiandra Richardson', 'Tiffany Ryan', 'Jerome Wayne', 'Chimera Wilson', 'Cameron Wright', 'George Young', 'Crystal Alforque', 'Ashley Everett', 'Bianca Brewton', 'Nirine Brown', 'Asantewa Cotterell', 'Ashley Cruz', 'Makeda Cyrus', 'Hannah Douglass', 'Edidiong Emah', 'Hajiba Fahmy', 'Amandy Fernandez', 'Kayla Frails', 'Brian Glanville', 'Jasmine Harper', 'Kiira Harper', 'Larke Hassedt', ""Le'ana Hill"", 'Corbin Hunter', 'Ciara Hurst', 'Marc Inniss', 'Tina Jackson', 'Habby Jacques', 'Joshua Johnson', 'Mao Kawakami', 'Muata Langley', 'Darina Littleton', 'Dominique Loude', 'Sabina Lundgren', 'Huwer ""Havoc"" Marchie', 'Amari Marshall', 'Joré Marshall', 'Ashanti McIntosh', 'Natsuki Miya', 'Brianna Norwood', 'Christian Owens', 'Kendra Oyesanya', 'Brittany Parks', 'Jalen Preston', 'Elysandra Quinones', 'Jo\'artis ""Big Mojo"" Ratti', 'Kelsey Richardson', 'Tacir Roberson', 'Deijah Robinson', 'Noelle Rodriguez', 'Rebbi Rosie', 'Shellee Samuels', 'Angelo Saunders', 'Candice Savage', 'Lance Savali', 'Britton Shaw', 'Taya Shawki', 'Nicholas Stewart', 'Jonas Suber', 'China Taylor', 'Kimmy Taylor', 'Jarmal Terry', 'Raphael Thomas', 'Adrian Thompkins', 'Jana Thompkins', 'Laurel Thompson', 'Jordan Ward', 'Charles Williams', 'Quinetta Wilmington', 'Khadijah Wilson', 'Larry Bourgeois', 'Laurent Bourgeois']",['Beyoncé'],intimate indepth look beyoncs celebrated coachella performance reveals emotional road creative concept cultural movement
