id,title,type,description,release_year,age_certification,runtime,seasons,imdb_id,imdb_score,imdb_votes,tmdb_popularity,tmdb_score,genres,production_countries,actors_list,directors_list,description_cleaned
ts78789,Re: Mind,SHOW,"Eleven high school classmates awaken, restrained to a large dining room. While fearing for their lives, they question a motive to this bizarre act.",2017,TV-MA,23,1,tt7332652,4.9,1599,3.129,5.9,"['drama', 'thriller']",['JP'],"['Sasaki Mirei', 'Ushio Sarina', 'Higashimura Mei', 'Takamoto Ayaka', 'Kato Shiho', 'Kageyama Yuuka', 'Iguchi Mao', 'Memi Kakizaki', 'Watanabe Miho', 'Sasaki Kumi', 'Takase Mana', 'Kyoko Saito']","['Yûsuke Koroyasu', 'Yusuke Ishida', 'Akira Uchikata']",eleven high school classmate awaken restrained large dining room fearing life question motive bizarre act
tm438995,A Christmas Prince: The Royal Wedding,MOVIE,"A year after Amber helped Richard secure the crown. The two are set to tie the knot in a royal Christmas wedding — but their plans are jeopardized when Amber finds herself second-guessing whether or not she's cut out to be queen, and Richard is faced with a political crisis that threatens to tarnish not only the holiday season but the future of the kingdom.",2018,PG,92,0,tt8709036,5.3,10698,9.051,6.4,"['romance', 'drama']",['US'],"['Rose McIver', 'Ben Lamb', 'Alice Krige', 'Honor Kneafsey', 'Theo Devaney', 'Sarah Douglas', 'John Guerrasio', 'Andy Lucas', 'Simon Dutton', 'Katarina Čas', 'Richard Ashton', 'Raj Bajaj', 'Joel McVeagh', 'Tahirah Sharif', 'Tom Knight', 'Billy Angell', 'David Broughton-Davies', 'Claudiu Trandafir', 'Razvan Gheorghiu']",['John Schultz'],year amber helped richard secure crown two set tie knot royal christmas wedding plan jeopardized amber find secondguessing whether shes cut queen richard faced political crisis threatens tarnish holiday season future kingdom
tm404475,The Bleeding Edge,MOVIE,"Each year in the United States, unparalleled innovations in medical diagnostics, treatment, and technology hit the market. But when the same devices designed to save patients end up harming them, who is accountable?",2018,Unknown,99,0,tt8106576,7.6,2720,6.394,6.7,['documentation'],['US'],"['Robert Bridges', 'Angie Firmalino', 'Rita Redberg', 'Stephen Tower']",['Kirby Dick'],year united state unparalleled innovation medical diagnostics treatment technology hit market device designed save patient end harming accountable
tm244274,Lowriders,MOVIE,"A young street artist in East Los Angeles is caught between his father's obsession with lowrider car culture, his ex-felon brother and his need for self-expression.",2017,PG-13,99,0,tt1366338,5.6,2542,9.863,6.7,"['crime', 'drama', 'action']",['US'],"['Demián Bichir', 'Gabriel Chavarria', 'Theo Rossi', 'Melissa Benoist', 'Eva Longoria', 'Tony Revolori', 'Yvette Monreal', 'Cress Williams', 'Pandie Suicide', 'Montse Hernandez']",['Ricardo de Montreuil'],young street artist east los angeles caught father obsession lowrider car culture exfelon brother need selfexpression
ts82867,Becoming Champions,SHOW,This series looks at the stories behind the athletes and countries that have achieved World Cup champion status.,2018,TV-G,51,1,tt8796068,6.7,396,1.4,6.0,"['documentation', 'sport']",['US'],[],[],series look story behind athlete country achieved world cup champion status
tm375302,Derren Brown: The Push,MOVIE,"See here for this title:
 https://www.themoviedb.org/movie/377319-derren-brown-pushed-to-the-edge",2018,Unknown,69,0,tt7924808,7.5,3637,10.75648,7.5,"['reality', 'documentation']",[],[],[],see title httpswwwthemoviedborgmoviederrenbrownpushedtotheedge
tm376234,The Warning,MOVIE,"After his friend is shot, Jon finds a numerical pattern behind deaths that occurred at the same location and sets out to warn the next young victim.",2018,Unknown,93,0,tt3711510,5.9,6356,8.052,6.0,"['thriller', 'fantasy', 'crime', 'drama', 'action', 'horror', 'european']",['ES'],"['Raúl Arévalo', 'Aura Garrido', 'Hugo Arbues', 'Belén Cuesta', 'Antonio Dechent', 'Aitor Luna', 'Luis Callejo', 'Julieta Serrano', 'Sergio Mur', 'Patricia Vico', ""Antonio 'Morris' Durán"", 'Álvaro Villaespesa', 'Paula Monterrubio', 'Mateo Jalón', 'Máximo Pastor', 'Víctor Castillo', 'Hugo Gutierrez', 'Javier Lorenzo', 'Manuela López', 'Jorge Usón', 'Álex Nova', 'Eva Llorach', 'David Cáceres', 'Alfredo Villa', 'Christian Sánchez', 'Juan López-Tagle', 'Javier Perdiguero', 'Saida Santana', 'Blas Caballero', 'Jon Bermúdez']",['Daniel Calparsoro'],friend shot jon find numerical pattern behind death occurred location set warn next young victim
ts86164,Hero Mask,SHOW,"After a rash of mysterious deaths, Crown prosecutor Sarah Sinclair and SSC agent James Blood discover a conspiracy surrounding uncanny new bio-masks.",2018,TV-14,25,2,tt9316078,6.1,675,4.779,6.3,"['animation', 'action', 'thriller', 'scifi', 'crime']",['JP'],"['Kentaro Takano', 'Yuzuru Aoyama', 'Haruka Shibuya', 'Koki Uchiyama', 'Takayuki Sugo', 'Yutaka Nakano', 'Tomoyuki Shimura', 'Yuichi Karasuma', 'Yukiyo Fujii', 'Yu Shimamura', 'Yasuyuki Kase', 'Yuko Kaida', 'Junpei Morita']",[],rash mysterious death crown prosecutor sarah sinclair ssc agent james blood discover conspiracy surrounding uncanny new biomasks
ts74959,Yummy Mummies,SHOW,"These stunning young mums-to-be have model good looks, glamorous lives and are never seen without their high heels, designer wear and latest accessory: their baby bump! The Yummy Mummies make elaborate plans for motherhood and have outrageous opinions of what to expect while they’re expecting.",2017,Unknown,34,2,tt7172230,4.0,679,2.178,5.3,"['reality', 'comedy']",['AU'],"['Jane Scandizzo', 'Rachel Watts', 'Iva Marra', 'Lorinska Merrington']",[],stunning young mumstobe model good look glamorous life never seen without high heel designer wear latest accessory baby bump yummy mummy make elaborate plan motherhood outrageous opinion expect theyre expecting
tm314829,NY Prison Break: The Seduction of Joyce Mitchell,MOVIE,"Convicted killers David Sweat and Richard Matt seduce bored, restless, small town mom Joyce Mitchell who aids and abets their audacious jailbreak.",2017,Unknown,103,0,tt6710568,5.5,348,2.766,5.8,"['crime', 'drama']",['US'],"['Penelope Ann Miller', 'Myk Watford', 'Daniel Roebuck', 'Mike Ostroski', 'David Manzanares']",['Stephen Tolkin'],convicted killer david sweat richard matt seduce bored restless small town mom joyce mitchell aid abets audacious jailbreak
tm327622,S.W.A.T.: Under Siege,MOVIE,"When a D.E.A. and S.W.A.T. cartel takedown ends in a shootout, S.W.A.T. Agent Travis Hall seizes a mysterious prisoner taking him into custody. Before long, the S.W.A.T. compound is under siege by wave-after-wave of assault teams attempting to recover the prisoner known as “The Scorpion” for the tattoo blazed across his back. When Travis discovers that his prisoner is a Secret Ops double agent planted within the cartel, it’s up to him and his expert S.W.A.T. team to keep “The Scorpion” and his billion dollar secrets safe.",2017,R,89,0,tt6014472,4.5,3572,28.251,5.8,"['action', 'crime', 'thriller']",['US'],"['Adrianne Palicki', 'Michael Jai White', 'Ty Olsson', 'Pascale Hutton', 'Sam Jaeger', 'Monique Ganderton', 'Kyra Zagorsky', 'Olivia Cheng', 'Zahf Paroo', 'Aren Buchholz', 'Francisco Cano', 'Lisa Chandler', 'Garvin Cross', 'Mike Dopud', 'Chris Gauthier', 'Dakota Guppy', 'Marci T. House', 'Matthew Marsden', 'Omari Newton']",['Tony Giglio'],dea swat cartel takedown end shootout swat agent travis hall seizes mysterious prisoner taking custody long swat compound siege waveafterwave assault team attempting recover prisoner known scorpion tattoo blazed across back travis discovers prisoner secret ops double agent planted within cartel expert swat team keep scorpion billion dollar secret safe
ts78913,Live,SHOW,The police officers at South Korea's busiest patrol division toil day and night as keepers of law and peace -- but the reality is far from orderly.,2018,Unknown,61,1,tt7976532,8.3,1272,4.333,8.375,"['drama', 'crime', 'comedy']",['KR'],"['Jung Yu-mi', 'Lee Kwang-soo', 'Bae Sung-woo', 'Bae Jong-ok', 'Sung Dong-il', 'Jang Hyun-sung', 'Lee Eol', 'Lee Joo-young', 'Lee Si-eon', 'Shin Dong-Wook', 'Kim Gun-woo', 'Cho Wan-ki', 'Baek Seung-do', 'Lee Soon-jae', 'Park Han-sol', 'Kim Jong-Hoon']",['Kim Kyu-tae'],police officer south korea busiest patrol division toil day night keeper law peace reality far orderly
ts84780,Wild District,SHOW,"After surrendering to Bogotá police, an ex-guerrilla avoids prison by working undercover to investigate a ruthless enforcer of government corruption.",2018,TV-MA,45,2,tt8105958,8.2,1917,15.725,7.5,"['drama', 'action', 'crime', 'thriller']",['CO'],"['Juan Pablo Raba', 'Cristina Umaña', 'Paula Castaño', 'Juan Fernando Sánchez', 'Camila Sodi', 'Albi De Abreu']",[],surrendering bogot police exguerrilla avoids prison working undercover investigate ruthless enforcer government corruption
ts85822,Selection Day,SHOW,Two teen cricket prodigies struggle against their overbearing father and a system stacked against them to realize their own ambitions and identities.,2018,TV-14,25,1,tt8004628,7.3,2234,5.002,7.6,"['drama', 'comedy', 'sport']",['IN'],"['Hayley Sproull', 'Kimberley Crossman', 'Alison Bruce', 'James Rolleston', ""Dean O'Gorman"", 'Kura Forrester', 'Chris Parker', 'Simon Mead', 'Rawiri Paratene', 'Fasitua Amosa', 'Angella Dravid', 'Brynley Stent']",[],two teen cricket prodigy struggle overbearing father system stacked realize ambition identity
tm371959,6 Balloons,MOVIE,"Over the course of one night, a woman drives across LA with her heroin addict brother in search of a detox center, with his two-year-old daughter in tow.",2018,Unknown,75,0,tt6142496,5.9,4144,7.664,6.1,['drama'],['US'],"['Abbi Jacobson', 'Dave Franco', 'Charlotte Carel', 'Madeline Carel', 'Jane Kaczmarek', 'Dawan Owens', 'Tim Matheson', 'Jen Tullock', 'Maya Erskine', 'Heidi Sulzman', 'Tahmus Rounds', 'Lisa Berman', 'Felicia Dupuch', 'Lindsey Haun', 'Vesna Saal']",['Marja-Lewis Ryan'],course one night woman drive across la heroin addict brother search detox center twoyearold daughter tow
tm313120,Chasing Coral,MOVIE,"Coral reefs are the nursery for all life in the oceans, a remarkable ecosystem that sustains us. Yet with carbon emissions warming the seas, a phenomenon called “coral bleaching”—a sign of mass coral death—has been accelerating around the world, and the public has no idea of the scale or implication of the catastrophe silently raging underwater.",2017,Unknown,93,0,tt6333054,8.1,5188,8.049,7.9,['documentation'],['US'],[],['Jeff Orlowski'],coral reef nursery life ocean remarkable ecosystem sustains u yet carbon emission warming sea phenomenon called coral bleachinga sign mass coral deathhas accelerating around world public idea scale implication catastrophe silently raging underwater
tm429208,Next Gen,MOVIE,"A friendship with a top-secret robot turns a lonely girl's life into a thrilling adventure as they take on bullies, evil bots and a scheming madman.",2018,PG,105,0,tt7133686,6.6,17445,16.957,7.0,"['action', 'animation', 'family', 'scifi', 'comedy']","['CA', 'CN']","['John Krasinski', 'Charlyne Yi', 'Jason Sudeikis', 'Michael Peña', 'David Cross', 'Constance Wu', 'Kiana Ledé', 'Anna Akana', 'Issac Ryan Brown', 'Reba Buhr', 'Amber Friendly', 'Jet Jurgensmeyer', 'Joe Ksander', 'Shaye Ogbonna', 'Jon Oswald', 'Betsy Sodaro', 'Fred Tatasciore', 'Kitana Turnbull', 'Charlotte Alexis White', 'Emilio Zhou', 'Byron Thames']","['Joe Ksander', 'Kevin R. Adams']",friendship topsecret robot turn lonely girl life thrilling adventure take bully evil bot scheming madman
ts76949,Trailer Park Boys: Out of the Park: USA,SHOW,"The boys are back on the loose as Bubbles, Julian and Ricky head south of the Canadian border for some outrageous American adventures.",2017,TV-MA,30,1,Unknown,6.6,2233,1.979,7.5,['comedy'],['CA'],"['John Paul Tremblay', 'Robb Wells', 'Mike Smith']",[],boy back loose bubble julian ricky head south canadian border outrageous american adventure
ts76511,The Big Family Cooking Showdown,SHOW,"In this unscripted series, families passionate about food serve up their most delicious dishes for the chance to be crowned Britain's best home cooks.",2017,TV-PG,59,2,tt7518558,7.0,682,2.706,7.4,"['reality', 'european']",['GB'],"['Zoë Ball', 'Nadiya Hussain', 'Giorgio Locatelli', 'Rosemary Shrager']",[],unscripted series family passionate food serve delicious dish chance crowned britain best home cook
tm362180,"Ram Dass, Going Home",MOVIE,"Ram Dass is one of the most important cultural figures from the 1960s and 70s. A pyschedelic pioneer, author of Be Here Now, beloved spiritual teacher, and outspoken advocate for death-and-dying awareness, Ram Dass is now himself approaching the end of life.  Since suffering a life-changing stroke twenty years ago, he has been living at his home on Maui and deepening his spiritual practice — which is centered on love and his idea of merging with his surroundings and all living things.  Shot in a nuanced cinematic style, the film is an intimate summary of his life learning and awareness, and is ultimately a poetic meditation on life, death, and the soul’s journey home.",2017,PG-13,31,0,Unknown,6.6,2233,4.594,5.5,['documentation'],['US'],['Ram Dass'],['Derek Peck'],ram das one important cultural figure pyschedelic pioneer author beloved spiritual teacher outspoken advocate deathanddying awareness ram das approaching end life since suffering lifechanging stroke twenty year ago living home maui deepening spiritual practice centered love idea merging surroundings living thing shot nuanced cinematic style film intimate summary life learning awareness ultimately poetic meditation life death soul journey home
ts53516,Edgar Rice Burroughs' Tarzan and Jane,SHOW,"Saved from a plane crash and given supernatural powers, teen Tarzan joins forces with brave city girl Jane to protect his jungle home from threats.",2017,TV-Y7,21,2,tt6216718,4.6,282,9.57,7.9,"['action', 'animation', 'comedy', 'drama', 'family', 'scifi']",['US'],[],['Jesse Lickman'],saved plane crash given supernatural power teen tarzan join force brave city girl jane protect jungle home threat
tm372305,First Match,MOVIE,"Hardened by years in foster care, a teenage girl from Brooklyn’s Brownsville neighborhood decides that wrestling boys is the only way back to her estranged father.",2018,Unknown,94,0,tt6061074,6.4,2272,11.39,6.6,"['drama', 'sport']",['US'],"['Elvire Emanuelle', 'Yahya Abdul-Mateen II', 'Colman Domingo', 'Jharrel Jerome', 'Jared Kemp', 'Jeanette Branch', 'Jimmy Gary Jr.', 'Kim Ramirez', 'Antonio Ortiz', 'Allen Maldonado', 'Thaddeus Daniels', 'Eisa Davis', 'Shunori Ramanathan', 'Julito McCullum', 'Alyma Dorsey', 'Teniece Divya Johnson', 'Toccarra Cash', 'Sean Patrick McGing', 'Jorge Cabrales', 'Curtis Lyons', 'Niahlah Hope', 'Jénel Stevens']",['Olivia Newman'],hardened year foster care teenage girl brooklyn brownsville neighborhood decides wrestling boy way back estranged father
tm326773,Sunday's Illness,MOVIE,"Annabel is a successful businesswoman with a wealthy husband. At a reception in her villa she meets a woman, a member of the catering staff who has been hired for the evening. This woman is none other than her own daughter Chiara, whom she had left over thirty years ago. Chiara was just eight years old at the time. She now approaches her mother with an unusual request: to spend ten days together with her.",2018,PG-13,113,0,tt6053948,6.9,3570,6.859,6.7,"['drama', 'european']",['ES'],"['Bárbara Lennie', 'Susi Sánchez', 'Greta Fernández', 'Miguel Ángel Solá', 'Richard Bohringer', 'David Kammenos', 'Richard Bohringer', 'Ima Ranedo', 'Mònica Van Campen', 'Fred Adenis', 'Iván Morales', 'Carla Linares', 'Abdelatif Hwidar', 'Lucy Tillett', 'Pierre Livet', 'Manuel Castillo']",['Ramón Salazar'],annabel successful businesswoman wealthy husband reception villa meet woman member catering staff hired evening woman none daughter chiara left thirty year ago chiara eight year old time approach mother unusual request spend ten day together
tm407714,I Am Not an Easy Man,MOVIE,"The chauvinist Damien wakes up in a world where women and men have their roles reversed in society, and everything is dominated by women.",2018,Unknown,98,0,tt6857988,6.3,14432,12.706,6.3,"['fantasy', 'comedy', 'european']",['FR'],"['Vincent Elbaz', 'Moon Dailly', 'Marie-Sophie Ferdane', 'Blanche Gardin', 'Pierre Bénézit', 'Vinnie Dargaud']",['Éléonore Pourriat'],chauvinist damien wake world woman men role reversed society everything dominated woman
tm318641,Justice,MOVIE,A U.S. Marshal seeking justice for his brother's murder defends a small town from a corrupt Mayor and his henchmen with intents to revive the civil war.,2017,R,99,0,tt5143890,4.0,1237,5.604,5.8,"['western', 'drama', 'action', 'european']",['US'],"['Stephen Lang', 'Jamie-Lynn Sigler', 'Jackson Rathbone', 'Nathan Parsons', 'Robert Carradine', 'Lesley-Anne Down', 'Ellen Hollman', 'Quinton Aaron', 'Cassandra Rochelle Fetters', 'Sam Quinn', 'Stephanie Lynn Styles', 'Howard Ferguson Jr.', 'Christopher Hagen', 'Cru Ennis', 'John Lewis', 'Niko Foster', 'Marie Wagenman', 'Clint Obenchain', 'Sheila Eden', 'Boots Southerland', 'Richard Beal', 'Nathaniel Augustson', 'Eric Martinez', 'Keith Meriweather', 'Chris Ranney', 'James Burnett', 'Cheo Tapia', 'Teresa Jones', 'David Christian Welborn', 'Daniel Zubiate', 'Christopher Kahler', 'Elias Lewis', 'Clay Space', 'Jameson Macmillan', 'David White', 'Rich Chavez', 'Nozomi Labarrere', 'Kat Solko', ""Claire 'Fluff' Llewellyn"", 'Clebert Garcia', 'Michael Edward Mangan', 'Shawn Ortega']",['Richard Gabai'],u marshal seeking justice brother murder defends small town corrupt mayor henchman intent revive civil war
tm408306,Seth Rogen's Hilarity for Charity,MOVIE,"Seth Rogen and friends combine stand-up, sketches and music for an outrageous comedy special that could only come from the mind of Seth. Guests include Tiffany Haddish, Sarah Silverman, Michelle Wolf, John Mulaney, Michael Che, David Chang, Ike Barinholtz, Chelsea Peretti, Kumail Nanjiani, Jon Lovitz, Jeff Goldblum, Sacha Baron Cohen, Nick Kroll, Post Malone, Chris Hardwick, and Craig Robinson & The Nasty Delicious.",2018,Unknown,70,0,tt8178116,5.0,2381,5.434,5.2,"['comedy', 'documentation']",['CA'],"['Seth Rogen', 'Ike Barinholtz', 'Michael Che', 'Sacha Baron Cohen', 'Jeff Goldblum', 'Tiffany Haddish', 'Chris Hardwick', 'Nick Kroll', 'John Mulaney', 'Kumail Nanjiani', 'Chelsea Peretti', 'Craig Robinson', 'Post Malone', 'Sarah Silverman', 'Lauren Miller', 'Justin Roiland', 'Michelle Wolf', 'Zach Hadel']",['Ryan Polito'],seth rogen friend combine standup sketch music outrageous comedy special could come mind seth guest include tiffany haddish sarah silverman michelle wolf john mulaney michael che david chang ike barinholtz chelsea peretti kumail nanjiani jon lovitz jeff goldblum sacha baron cohen nick kroll post malone chris hardwick craig robinson nasty delicious
tm233485,Charming,MOVIE,"Charming Cursed to be TOO charming, Prince Charming, the most famous prince the world has ever known, has found himself engaged to three iconic princesses (Snow White, Cinderella and Sleeping Beauty)… all at the same time! In order to break his curse and free his kingdom from its ravages, Prince Charming must embark on an epic quest and wind his way through a series of seemingly impossible tasks to learn which of these three (3) princesses is his true love. Determined to make things right, the Prince is accompanied on this madcap journey by a clever and cunning hooligan named Lenore (who becomes his teacher and confidant). Along the way, the Prince realizes that Lenore is both his best friend and his true love and that life’s journey is not defined by whom you run the gauntlet for, but rather whom you run it with.",2018,Unknown,90,0,tt4086018,5.6,3518,14.649,6.5,"['comedy', 'family', 'fantasy', 'music', 'animation', 'action']",['US'],"['Wilmer Valderrama', 'Demi Lovato', 'Ashley Tisdale', 'Avril Lavigne', 'G.E.M.', 'Sia', 'Nia Vardalos', 'John Cleese', 'Dee Bradley Baker', 'Jim Cummings', 'Carlos Alazraqui', 'Tara Strong', 'Tom Kenny', 'Steve Aoki', 'Jillian Bell', 'Stephanie Lemelin', 'Eric Lopez', 'Dallas Lovato', 'Edie Mirman', 'Michelle Ruff']",['Ross Venokur'],charming cursed charming prince charming famous prince world ever known found engaged three iconic princess snow white cinderella sleeping beauty time order break curse free kingdom ravage prince charming must embark epic quest wind way series seemingly impossible task learn three princess true love determined make thing right prince accompanied madcap journey clever cunning hooligan named lenore becomes teacher confidant along way prince realizes lenore best friend true love life journey defined run gauntlet rather run
ts84346,Falsa identidad,SHOW,"Isabel and Diego, two complete strangers, must assume the identity of a married couple in order to flee the state of Sonora.",2018,TV-14,43,2,tt8598690,7.0,358,206.288,7.5,"['crime', 'action', 'drama', 'thriller']","['US', 'MX']","['Luis Ernesto Franco', 'Camila Sodi', 'Dulce María', 'Samadhi Zendejas', 'Eduardo Yáñez', 'Sonya Smith', 'Barbie Casillas', 'Pepe Gámez', 'Gabriela Roel', 'Uriel del Toro', 'Azela Robinson', 'Checo Perezcuadra', 'Marco de la O', 'Otto Sirgo']",[],isabel diego two complete stranger must assume identity married couple order flee state sonora
tm363329,Christmas Wedding Planner,MOVIE,"Wedding Planner, Kelsey Wilson, is about to have her big break: planning her beloved cousin's lavish and exclusive wedding. Everything is going smoothly until Connor McClane, a devilishly handsome private investigator, shows up and turns Kelsey's world upside-down. Hired by a secret source, Connor quickly disrupts the upcoming nuptials but wins Kelsey's heart in the process.",2017,PG,86,0,tt7074092,4.3,5978,11.745,5.5,['romance'],['CA'],"['Jocelyn Hudon', 'Stephen Huszar', 'Kelly Rutherford', 'Joey Fatone', 'Eric Hicks', 'Rebecca Dalton', 'Melinda Shankar', 'Gabrielle Graham', 'Samantha Helt', 'Celeste Desjardins', 'Ted Atherton', 'Joseph Cannata', 'Meghan Heffern']",['Justin G. Dyck'],wedding planner kelsey wilson big break planning beloved cousin lavish exclusive wedding everything going smoothly connor mcclane devilishly handsome private investigator show turn kelseys world upsidedown hired secret source connor quickly disrupts upcoming nuptials win kelseys heart process
tm328175,Budapest,MOVIE,Two best friends stuck in boring jobs become bachelor party planners in Budapest.,2018,R,102,0,tt7027092,5.4,2952,7.816,5.6,"['comedy', 'european']",['FR'],"['Manu Payet', 'Jonathan Cohen', 'Monsieur Poulpe', 'Alice Belaïdi', 'Alix Poisson', 'Ali Marhyar', 'Artus', 'Aude Legastelois', 'Antoine Gouy', 'Henrietta Edvi', 'Arthur Benzaquen', 'Tamar Baruch', 'Ugo Savary', 'Camille Zorel', 'Thomas Ancora', 'Xavier Lacaille']",['Xavier Gens'],two best friend stuck boring job become bachelor party planner budapest
ts90880,44 Cats,SHOW,"The adventures of four kittens who make up the musical group called The Buffycats, with stories focusing on themes of friendship, altruism, tolerance and diversity.",2018,TV-Y7,15,5,tt9699148,6.0,283,10.72,8.4,"['action', 'animation', 'comedy', 'family', 'music']",['IT'],"['Keira Johnson', 'Joy Salaretti', 'Sarah Natochenny', 'Erica Schroeder']",[],adventure four kitten make musical group called buffycats story focusing theme friendship altruism tolerance diversity
tm344173,All I Wish,MOVIE,"A woman struggles to escape the clutches of her overbearing, co-dependent mother, while gradually falling for a sexy, sophisticated attorney.",2018,G,94,0,tt1492705,5.2,1600,7.009,5.9,"['romance', 'comedy', 'drama']",['US'],"['Sharon Stone', 'Tony Goldwyn', 'Ellen Burstyn', 'Famke Janssen', 'Liza Lapira', 'Caitlin FitzGerald', 'Gilles Marini', 'Erica Ash', 'Leonor Varela', 'Yvonne Jung', 'Ryan Lochte', 'Phil Crowley']",['Susan Walter'],woman struggle escape clutch overbearing codependent mother gradually falling sexy sophisticated attorney
ts57913,Strongest Deliveryman,SHOW,Two gutsy food delivery workers strive to overcome their socioeconomic disadvantages to achieve big goals -- and bump into love along the way.,2017,TV-MA,55,1,tt7022748,7.3,660,17.237,6.8,"['drama', 'romance']",['KR'],"['Go Kyung-pyo', 'Chae Soo-bin', 'Kim Seon-ho', 'Go Won-hee', 'Son Ji-hyun', 'Heo Ji-won', 'Kim Min-seok', 'Lee Kan-hie', 'Kim Ki-doo', 'Hye-ri Kim', 'Jo Hee-bong', 'Kang Bong-sung', 'Lee Won-jonguy', 'Ye Soo-jung', 'Lee Min-young', 'Yoo Ji-hyun']","['Kim Shin-il', 'Jeon Woo-sung']",two gutsy food delivery worker strive overcome socioeconomic disadvantage achieve big goal bump love along way
tm307843,Angamaly Diaries,MOVIE,Six young friends in the small town of Angamaly tries their luck by starting a pork business lead by Vincent Pepe. They initially strike a business deal with Rajan and Ravi despite the duo having killed a close friend of theirs in a gang fight. Vincent is in love with Sakhi and plan to immigrate abroad with her. But their plans hit a road bump as the deal with the gangsters hits some road bumps.,2017,Unknown,132,0,tt6167894,7.9,6013,3.606,7.3,"['drama', 'thriller', 'action', 'comedy']",['IN'],"['Antony Varghese', 'Sarath Kumar', 'Tito Wilson', 'Bitto Davis', 'Sinoj Varghese', 'Anna Reshma Rajan', 'Kichu Tellus', 'Ullas Jose Chemban', 'Vineeth Vishwam', 'Jolly Chirayath', 'Athira Patel', 'Sreeja Das', 'Benny Varghese', 'Merin Jose Pottackal', 'Sruthi Jayan', 'Sreekanth Dasan', 'Amrutha Anna Reji', 'Chemban Vinod Jose', 'Lijo Jose Pellissery', 'Murugan Martin', 'Vineeth Thattil David']",['Lijo Jose Pellissery'],six young friend small town angamaly try luck starting pork business lead vincent pepe initially strike business deal rajan ravi despite duo killed close friend gang fight vincent love sakhi plan immigrate abroad plan hit road bump deal gangster hit road bump
tm441060,ReMastered: Tricky Dick & The Man in Black,MOVIE,"This documentary chronicles Johnny Cash's 1970 visit to the White House, where Cash's emerging liberal ideals clashed with Richard Nixon's policies.",2018,Unknown,58,0,tt9046556,7.1,1519,2.479,6.8,"['documentation', 'music']",['US'],"['Johnny Cash', 'Pat Buchanan', 'John Carter Cash', 'Lou Robin', 'Joanne Cash Yates']","['Sara Dosa', 'Barbara Kopple']",documentary chronicle johnny cash visit white house cash emerging liberal ideal clashed richard nixon policy
ts58442,Live Up To Your Name,SHOW,"Heo Im is an oriental doctor, acknowledged as the best in acupuncture and moxibustion in Joseon. His success is blocked due to his low status.

One day, Heo Im travels though time and finds himself in present day Seoul. He meets Choi Yeon-Kyung. She is doctor firmly believing in only modern medicine.",2017,TV-MA,69,1,tt7094874,8.0,1265,10.393,6.7,"['drama', 'fantasy', 'romance']",['KR'],"['Kim Nam-gil', 'Kim Ah-joong', 'Yoo Min-kyu', 'Moon Ga-young', 'Uhm Hyo-seop', 'Ahn Suk-hwan', 'Lee Dae-yeon', 'Oh Dae-hwan', 'Tae Hang-ho', 'Sung Joo', 'Min Ji-a', 'Kim Myung-gon', 'Shin Rin-a', 'Roh Jeong-eui', 'Seo Jeong-yeon', 'Maeng Sang-hun', 'Kim Byung-Choon']",['Hong Jong-chan'],heo im oriental doctor acknowledged best acupuncture moxibustion joseon success blocked due low status one day heo im travel though time find present day seoul meet choi yeonkyung doctor firmly believing modern medicine
ts84772,Ingress: The Animation,SHOW,"After scientists discover a mysterious substance that can influence human minds, two factions wage an all-out battle to control its awesome power.",2018,TV-MA,24,1,tt9561968,6.5,534,9.173,7.4,"['scifi', 'animation', 'action']",['JP'],"['Yoshiki Nakajima', 'Reina Ueda', 'Shigeo Kiyama', 'Tarusuke Shingaki', 'Kohsuke Toriumi', 'Hiroo Sasaki', 'Megumi Ogata', 'Kentaro Tone']",[],scientist discover mysterious substance influence human mind two faction wage allout battle control awesome power
tm370628,Fred Armisen: Standup for Drummers,MOVIE,"For an audience of drummers, comedian Fred Armisen shares and demonstrates his thoughts on musical genres, drummer quirks, regional accents and more.",2018,Unknown,65,0,tt7924798,5.8,1294,4.256,6.2,"['music', 'comedy']",['US'],"['Fred Armisen', 'Tre Cool', 'Sheila E.', 'Stella Mozgawa']",['Lance Bangs'],audience drummer comedian fred armisen share demonstrates thought musical genre drummer quirk regional accent
tm300027,Thi Mai,MOVIE,"After losing her daughter in an accident, Carmen loses all incentive to keep going, until she receives an unexpected letter from the adoption agency: her daughter was finally granted the Vietnamese girl she had asked for adoption and whose name is Thi Mai.",2018,G,99,0,tt6126346,6.0,2558,9.169,6.2,"['comedy', 'family', 'european']",['ES'],"['Carmen Machi', 'Aitana Sánchez-Gijón', 'Adriana Ozores', 'Dani Rovira', 'Pedro Casablanc', 'Eric Nguyen', 'José Troncoso', 'Pedro Miguel Martínez', 'Antonio Gil', 'Lolo Córdoba', 'Nguyen Ngan Ha']",['Patricia Ferreira'],losing daughter accident carmen loses incentive keep going receives unexpected letter adoption agency daughter finally granted vietnamese girl asked adoption whose name thi mai
ts80030,Fastest Car,SHOW,The drivers of exotic supercars put their street cred on the line against deceptively fast sleeper cars built and modified by true gearheads.,2018,TV-MA,44,2,tt8295694,7.1,1330,10.509,7.2,"['reality', 'action', 'documentation']",['US'],[],[],driver exotic supercars put street cred line deceptively fast sleeper car built modified true gearheads
